deflatortype,Deflators,year
GU 2009,0.86038513,
MP 2009,0.86038513,
UM 2009,0.86038513,
US 2009,0.86038513,
VI 2009,0.86038513,
LB 2012,0.860409841,
BG 2015,0.860493003,
JM 2008,0.860617404,
TW 2009,0.86072177,
LT 2016,0.860873856,
CG 2005,0.861185801,
SI 2004,0.86141765,
Total DAC 2004,0.86141765,
CL 2015,0.861588217,
SV 2010,0.861594651,
JO 2012,0.86216411,
VE 2003,0.862692361,
TN 2022,0.862712472,
ME 2009,0.862720208,
BF 2015,0.863192672,
VA 2004,0.86347037,
IT 2004,0.86347037,
DM 2011,0.863510825,
SC 2008,0.863664317,
CF 2012,0.863947573,
HU 2006,0.86408518,
CW 2005,0.86409722,
DK 2005,0.86409722,
FO 2005,0.86409722,
GL 2005,0.86409722,
SX 2005,0.86409722,
BF 2007,0.864350184,
PK 2019,0.864352131,
CL 2016,0.864355407,
KE 2014,0.864417022,
VU 2008,0.864800754,
LS 2009,0.865008917,
GA 2006,0.865659648,
GM 2006,0.865864048,
RO 2015,0.86587695,
LS 2015,0.866237649,
PW 2013,0.8664359,
BF 2016,0.866536617,
KH 2012,0.866611736,
RO 2010,0.86663737,
ML 2009,0.867111164,
OM 2009,0.867769942,
AZ 2017,0.868144908,
DO 2005,0.868167767,
MK 2016,0.868273193,
ML 2010,0.868848331,
PR 2009,0.868960152,
SA 2017,0.868990817,
SR 2017,0.869048384,
TV 2007,0.869171539,
IS 2016,0.86937165,
AO 2020,0.869501826,
UZ 2000,0.869711672,
MT 2007,0.869823195,
DM 2013,0.869943528,
ML 2008,0.870112942,
MV 2014,0.870395095,
AS 2010,0.87041074,
AQ 2010,0.87041074,
GU 2010,0.87041074,
MP 2010,0.87041074,
UM 2010,0.87041074,
US 2010,0.87041074,
VI 2010,0.87041074,
CV 2006,0.870503348,
MX 2001,0.870612958,
CU 2014,0.870830783,
PL 2005,0.87115048,
GW 2014,0.871395542,
LC 2014,0.871623164,
BD 2015,0.871693527,
SI 2006,0.87186941,
TZ 2009,0.871958693,
GQ 2017,0.872075522,
CF 2015,0.872364587,
BZ 2010,0.872789679,
GY 2011,0.872829843,
CF 2011,0.873120373,
BA 2015,0.873166118,
PE 2008,0.873252925,
EU Institutions 2004,0.87337274,
MZ 2016,0.873614239,
KE 2016,0.873847828,
TR 2000,0.873949492,
SA 2015,0.87395046,
VC 2006,0.874076831,
MK 2012,0.874245718,
ME 2007,0.874334808,
PT 2005,0.8747571,
LA 2012,0.874775839,
KH 2013,0.874983391,
HK 2013,0.875000576,
BW 2004,0.875293886,
TL 2017,0.875468835,
GW 2008,0.875502785,
OM 2016,0.875542914,
DO 2009,0.875842252,
MT 2009,0.875914318,
NP 2011,0.876124417,
IQ 2016,0.876144371,
NA 2006,0.876498125,
JM 2010,0.876501329,
XK 2007,0.876879034,
BB 2010,0.877410264,
DZ 2005,0.877432269,
BT 2009,0.877488824,
TG 2007,0.877807488,
ZM 2015,0.877883011,
TH 2016,0.877921009,
BN 2007,0.878641395,
UA 2017,0.878658893,
BS 2012,0.879272314,
DM 2017,0.879465614,
MO 2013,0.879511611,
HU 2005,0.87974791,
GY 2022,0.880610913,
VC 2010,0.880617184,
BV 2016,0.88067971,
NO 2016,0.88067971,
SJ 2016,0.88067971,
HT 2017,0.88087897,
TH 2015,0.881155857,
VA 2005,0.88115625,
IT 2005,0.88115625,
BQ 2004,0.88156404,
NL 2004,0.88156404,
DE 2004,0.88176992,
BG 2016,0.881979765,
GH 2012,0.882543866,
AU 2009,0.88287757,
CX 2009,0.88287757,
CC 2009,0.88287757,
HM 2009,0.88287757,
NF 2009,0.88287757,
TN 2019,0.882908974,
BG 2007,0.883027863,
KN 2012,0.883073101,
RO 2016,0.88327831,
Total DAC 2005,0.88366629,
BA 2016,0.883675211,
CO 2016,0.883953884,
BE 2006,0.88416868,
DO 2007,0.884563358,
MD 2017,0.884624179,
MK 2007,0.885184286,
AO 2021,0.885321567,
BB 2007,0.88533715,
TZ 2008,0.885409345,
MH 2014,0.885455525,
HU 2015,0.88564117,
SL 2009,0.885668572,
DE 2005,0.88572117,
CV 2015,0.885918192,
AU 2007,0.88592111,
CX 2007,0.88592111,
CC 2007,0.88592111,
HM 2007,0.88592111,
NF 2007,0.88592111,
QA 2017,0.886099199,
ES 2004,0.88657859,
NI 2007,0.886733528,
KR 2012,0.88691899,
SL 2007,0.887272207,
SZ 2008,0.887356165,
TL 2016,0.887420489,
MT 2016,0.887541547,
LB 2013,0.887541959,
HN 2010,0.887564075,
HU 2016,0.88770951,
AW 2007,0.887777106,
MH 2012,0.887795148,
RW 2007,0.887885092,
GA 2017,0.887885574,
MU 2007,0.887918774,
HR 2015,0.888174259,
FJ 2011,0.888303499,
AS 2011,0.88859288,
AQ 2011,0.88859288,
GU 2011,0.88859288,
MP 2011,0.88859288,
UM 2011,0.88859288,
US 2011,0.88859288,
VI 2011,0.88859288,
ZA 2015,0.88859399,
SD 2003,0.888730694,
MK 2009,0.888955989,
PL 2016,0.88895747,
KM 2015,0.889114274,
SO 2016,0.889372581,
GQ 2006,0.889429963,
BB 2008,0.889809736,
RS 2017,0.889861633,
EU Institutions 2005,0.88987558,
CW 2006,0.88994058,
DK 2006,0.88994058,
FO 2006,0.88994058,
GL 2006,0.88994058,
SX 2006,0.88994058,
KN 2008,0.890224838,
ST 2016,0.890515432,
KR 2011,0.89068959,
TT 2006,0.890909287,
IL 2015,0.89093408,
MX 2004,0.891116421,
LB 2014,0.891269883,
BI 2014,0.891601641,
NE 2016,0.891800353,
MX 2002,0.891938113,
CY 2004,0.891961202,
SN 2015,0.892016785,
MX 2009,0.892020038,
NE 2015,0.892086767,
MK 2017,0.89224445,
MU 2009,0.892588149,
MK 2010,0.892671342,
AE 2016,0.892803301,
AL 2006,0.892838211,
OM 2017,0.892901099,
GW 2013,0.89317209,
MA 2005,0.89329586,
EH 2005,0.89329586,
MH 2015,0.893422379,
AD 2004,0.89345084,
FR 2004,0.89345084,
GF 2004,0.89345084,
PF 2004,0.89345084,
TF 2004,0.89345084,
GP 2004,0.89345084,
MQ 2004,0.89345084,
YT 2004,0.89345084,
MC 2004,0.89345084,
NC 2004,0.89345084,
RE 2004,0.89345084,
BL 2004,0.89345084,
MF 2004,0.89345084,
PM 2004,0.89345084,
WF 2004,0.89345084,
TL 2023,0.893772311,
KH 2014,0.893948576,
MG 2010,0.89403465,
VC 2008,0.89405215,
LU 2015,0.89431491,
BE 2015,0.89445184,
BS 2014,0.894694767,
SC 2010,0.895002624,
DJ 2013,0.895049548,
MA 2004,0.895348717,
EH 2004,0.895348717,
AL 2017,0.895398941,
BZ 2011,0.89548616,
PA 2012,0.89571578,
TD 2004,0.895716532,
AW 2010,0.895871731,
PT 2015,0.89612236,
CD 2012,0.896163515,
GY 2015,0.896501105,
GY 2021,0.896598905,
GY 2014,0.896612423,
GT 2015,0.896642947,
IS 2006,0.8967669,
KW 2006,0.896779327,
AO 2022,0.897028279,
HK 2014,0.897199989,
UY 2010,0.897495467,
PS 2010,0.897632065,
EE 2012,0.897733089,
AG 2012,0.897733347,
TN 2023,0.897935957,
DE 2006,0.89807003,
SN 2016,0.898075815,
VE 2002,0.898123074,
SI 2015,0.89832105,
LU 2016,0.89849542,
AO 2006,0.89856558,
AT 2015,0.89885899,
MO 2016,0.898930499,
LU 2007,0.89903378,
HR 2006,0.899131256,
BQ 2005,0.89946889,
NL 2005,0.89946889,
CF 2016,0.899549078,
VU 2015,0.899612954,
IL 2011,0.899653084,
ET 2012,0.899736084,
MM 2019,0.899770951,
ST 2013,0.899771338,
BJ 2015,0.89992317,
UG 2008,0.900323304,
ZW 2019,0.90040256,
GD 2013,0.900404896,
KI 2009,0.900494332,
KI 2007,0.901312226,
MV 2015,0.901336803,
DO 2008,0.90135869,
BZ 2008,0.901380841,
KH 2015,0.901658781,
SL 2010,0.901721309,
CK 2010,0.90183378,
NZ 2010,0.90183378,
NU 2010,0.90183378,
TK 2010,0.90183378,
ML 2015,0.901839559,
BW 2016,0.902136674,
SI 2016,0.9022687,
LI 2008,0.90287818,
CH 2008,0.90287818,
BN 2019,0.902895422,
TH 2010,0.903049534,
UA 2014,0.903097654,
HR 2016,0.903213693,
TH 2014,0.903230641,
ZA 2004,0.903549162,
BN 2024,0.90356743,
CY 2005,0.903840272,
MR 2007,0.903863945,
BQ 2015,0.90387124,
NL 2015,0.90387124,
VN 2012,0.904334887,
VC 2011,0.904356731,
PR 2010,0.904614213,
LS 2004,0.904686929,
LB 2015,0.905176256,
LT 2010,0.905271937,
BQ 2016,0.9054205,
NL 2016,0.9054205,
BN 2021,0.905442986,
DE 2015,0.90555688,
AS 2012,0.90563469,
AQ 2012,0.90563469,
GU 2012,0.90563469,
MP 2012,0.90563469,
UM 2012,0.90563469,
US 2012,0.90563469,
VI 2012,0.90563469,
BN 2017,0.905795023,
GQ 2009,0.905995048,
CZ 2017,0.9061564,
AI 2003,0.9061859,
BM 2003,0.9061859,
IO 2003,0.9061859,
KY 2003,0.9061859,
FK 2003,0.9061859,
GI 2003,0.9061859,
GG 2003,0.9061859,
IM 2003,0.9061859,
JE 2003,0.9061859,
MS 2003,0.9061859,
PN 2003,0.9061859,
SH 2003,0.9061859,
GS 2003,0.9061859,
TC 2003,0.9061859,
GB 2003,0.9061859,
VG 2003,0.9061859,
SL 2015,0.906257213,
BG 2009,0.906445461,
VU 2010,0.906452309,
BO 2012,0.906710748,
SK 2016,0.90720301,
PH 2008,0.907225209,
BE 2016,0.90722681,
SZ 2004,0.907271084,
TD 2015,0.907477002,
BN 2020,0.907480339,
SB 2015,0.908049362,
ER 2017,0.908249897,
TG 2015,0.908448475,
CR 2011,0.90852585,
PT 2016,0.90868345,
VA 2006,0.90878537,
IT 2006,0.90878537,
QA 2015,0.908925616,
GA 2015,0.909035732,
BR 2015,0.90908195,
VC 2007,0.909345072,
GW 2016,0.909436865,
BY 2015,0.909468198,
AG 2014,0.909940757,
FJ 2012,0.91015811,
ML 2016,0.910300283,
MY 2007,0.910384401,
BN 2022,0.910488806,
RO 2012,0.910513636,
TW 2001,0.910517568,
AX 2016,0.91058041,
FI 2016,0.91058041,
AO 2023,0.910840818,
LV 2017,0.910858346,
Total DAC 2006,0.9110158,
ET 2013,0.911056556,
AD 2005,0.91106061,
FR 2005,0.91106061,
GF 2005,0.91106061,
PF 2005,0.91106061,
TF 2005,0.91106061,
GP 2005,0.91106061,
MQ 2005,0.91106061,
YT 2005,0.91106061,
MC 2005,0.91106061,
NC 2005,0.91106061,
RE 2005,0.91106061,
BL 2005,0.91106061,
MF 2005,0.91106061,
PM 2005,0.91106061,
WF 2005,0.91106061,
BH 2015,0.911064431,
BH 2007,0.911067247,
AT 2016,0.91106988,
MG 2015,0.911085348,
EU Institutions 2015,0.91125154,
IQ 2015,0.911301677,
ME 2010,0.911357455,
PT 2006,0.91156434,
AX 2015,0.91156604,
FI 2015,0.91156604,
BJ 2016,0.911682573,
CD 2015,0.911757087,
TZ 2010,0.911848362,
JO 2013,0.912018541,
NI 2009,0.912076022,
MN 2016,0.912350553,
CY 2015,0.912506196,
KR 2006,0.91265081,
DM 2015,0.912963584,
BN 2023,0.91300539,
TH 2011,0.913107251,
JP 2015,0.91314219,
NA 2007,0.913236652,
AW 2008,0.913334125,
DE 2016,0.91339545,
CV 2016,0.913453932,
AM 2016,0.91367227,
BZ 2012,0.913792135,
BH 2010,0.913803335,
CM 2016,0.914010063,
GY 2013,0.914079056,
SZ 2015,0.914085181,
ES 2015,0.91409725,
ES 2016,0.91420938,
SB 2011,0.914461149,
BT 2008,0.914659754,
SK 2015,0.91466362,
SA 2010,0.914748805,
VA 2015,0.91491704,
IT 2015,0.91491704,
CM 2015,0.915184099,
CG 2023,0.915216853,
BO 2016,0.915242409,
LC 2015,0.91529691,
LS 2017,0.915344565,
LS 2008,0.915670651,
BA 2017,0.915827907,
TV 2008,0.915828099,
SM 2015,0.915878979,
XK 2015,0.915923877,
EU Institutions 2016,0.91619846,
AE 2017,0.916403533,
NE 2017,0.916704275,
TT 2010,0.916724543,
EU Institutions 2006,0.91674891,
CD 2000,0.91679877,
RS 2010,0.916962386,
BG 2010,0.917068107,
IN 2009,0.917076321,
JM 2016,0.917194024,
DM 2014,0.917368407,
XK 2016,0.917415883,
ET 2009,0.91742863,
SE 2005,0.9175574,
BH 2016,0.917697628,
MU 2015,0.917835401,
VE 2023,0.917876476,
MM 2020,0.91787976,
LI 2009,0.91793886,
CH 2009,0.91793886,
CW 2015,0.9181137,
DK 2015,0.9181137,
FO 2015,0.9181137,
GL 2015,0.9181137,
SX 2015,0.9181137,
BW 2007,0.918580391,
KN 2011,0.918704996,
EC 2011,0.918773157,
BV 2019,0.91880819,
NO 2019,0.91880819,
SJ 2019,0.91880819,
IE 2016,0.91931275,
KG 2016,0.919336442,
IE 2004,0.91952432,
IS 2005,0.91955655,
CW 2016,0.91967537,
DK 2016,0.91967537,
FO 2016,0.91967537,
GL 2016,0.91967537,
SX 2016,0.91967537,
BB 2012,0.920060047,
MT 2015,0.920234928,
JM 2014,0.92026503,
PA 2013,0.920270835,
WS 2010,0.920370434,
TV 2016,0.92040955,
PK 2011,0.920491716,
BZ 2013,0.920655185,
PE 2016,0.921015369,
MN 2017,0.921082363,
VE 1999,0.921172224,
MT 2010,0.921294436,
SB 2012,0.921454975,
BW 2006,0.921510311,
AS 2013,0.9215279,
AQ 2013,0.9215279,
GU 2013,0.9215279,
MP 2013,0.9215279,
UM 2013,0.9215279,
US 2013,0.9215279,
VI 2013,0.9215279,
KR 2013,0.92156498,
CG 2022,0.921583351,
KM 2016,0.921648487,
ME 2017,0.921680949,
GY 2012,0.92168685,
LK 2019,0.921731004,
TG 2016,0.92175755,
TW 2008,0.921895404,
EE 2017,0.921934375,
TT 2017,0.922171084,
BB 2011,0.922173271,
UY 2016,0.922301763,
VA 2016,0.92244951,
IT 2016,0.92244951,
ST 2017,0.922476114,
HK 1999,0.922487816,
IN 2007,0.92288187,
MA 2016,0.922886539,
EH 2016,0.922886539,
CM 2007,0.922979532,
KR 2016,0.92299332,
CZ 2007,0.92300449,
ES 2005,0.92328076,
PL 2006,0.92344727,
AD 2015,0.9234596,
FR 2015,0.9234596,
GF 2015,0.9234596,
PF 2015,0.9234596,
TF 2015,0.9234596,
GP 2015,0.9234596,
MQ 2015,0.9234596,
YT 2015,0.9234596,
MC 2015,0.9234596,
NC 2015,0.9234596,
RE 2015,0.9234596,
BL 2015,0.9234596,
MF 2015,0.9234596,
PM 2015,0.9234596,
WF 2015,0.9234596,
IS 2019,0.92351056,
BT 2013,0.923571055,
CN 2011,0.923652203,
SM 2016,0.923780702,
RS 2012,0.923922985,
CG 2024,0.924022165,
LB 2016,0.924256074,
HN 2013,0.924275047,
MG 2016,0.924420574,
KZ 2009,0.924456663,
MT 2012,0.924539906,
IE 2015,0.92481306,
NE 2009,0.925288739,
AD 2016,0.92537254,
FR 2016,0.92537254,
GF 2016,0.92537254,
PF 2016,0.92537254,
TF 2016,0.92537254,
GP 2016,0.92537254,
MQ 2016,0.92537254,
YT 2016,0.92537254,
MC 2016,0.92537254,
NC 2016,0.92537254,
RE 2016,0.92537254,
BL 2016,0.92537254,
MF 2016,0.92537254,
PM 2016,0.92537254,
WF 2016,0.92537254,
ZA 2008,0.925537543,
BR 2007,0.925544895,
ZA 2009,0.925586605,
BJ 2007,0.925587379,
GR 2004,0.92593726,
NA 2017,0.926092916,
TW 2003,0.926283793,
PR 2011,0.926561056,
IL 2016,0.926583983,
HK 2015,0.926775107,
PL 2015,0.92708879,
EC 2015,0.927089523,
GT 2016,0.927104328,
TT 2007,0.927153965,
SE 2004,0.92722651,
MU 2016,0.927291509,
GE 2016,0.92778785,
SV 2011,0.927819178,
MW 2017,0.927877229,
MY 2016,0.927899094,
BG 2017,0.927946892,
GR 2016,0.9279522,
MX 2016,0.927969506,
SC 2011,0.92821007,
TZ 2011,0.928302563,
BF 2017,0.92839034,
CV 2017,0.928415711,
KR 2015,0.92844278,
BD 2016,0.928532602,
AO 2024,0.928604563,
SG 2015,0.929197893,
LT 2017,0.929385652,
AU 2008,0.9293863,
CX 2008,0.9293863,
CC 2008,0.9293863,
HM 2008,0.9293863,
NF 2008,0.9293863,
BV 2017,0.9297762,
NO 2017,0.9297762,
SJ 2017,0.9297762,
KN 2015,0.930030946,
AO 2016,0.930201586,
ML 2012,0.930239506,
SM 2005,0.930263859,
BV 2006,0.93036871,
NO 2006,0.93036871,
SJ 2006,0.93036871,
VC 2012,0.93073642,
BQ 2006,0.9309216,
NL 2006,0.9309216,
CU 2015,0.931008952,
BV 2015,0.93108922,
NO 2015,0.93108922,
SJ 2015,0.93108922,
LU 2017,0.93155722,
MZ 2017,0.931809757,
GR 2015,0.93190806,
SM 2004,0.931950762,
HK 2000,0.931960568,
BY 2006,0.932018756,
EC 2016,0.9322119,
CY 2016,0.932334802,
TV 2010,0.932401399,
AL 2012,0.932426867,
SG 2016,0.932585301,
CN 2016,0.932644236,
KZ 2019,0.932978046,
JM 2015,0.933009115,
BO 2015,0.933092381,
CD 2013,0.933188846,
AR 2019,0.933329294,
MH 2013,0.933380055,
MV 2016,0.93356463,
NR 2016,0.934080298,
BB 2013,0.934085525,
TN 2024,0.934124391,
SI 2017,0.93431272,
BQ 2017,0.93446346,
NL 2017,0.93446346,
PS 2012,0.934791056,
CU 2016,0.934793487,
YE 2016,0.934828532,
CM 2017,0.93502341,
AX 2017,0.93512988,
FI 2017,0.93512988,
VE 2024,0.935235523,
TL 2021,0.935330228,
TR 2003,0.935356336,
SN 2017,0.93556746,
HT 2012,0.935727115,
HR 2017,0.935781881,
GY 2017,0.935854857,
SB 2013,0.935905294,
SK 2017,0.93602806,
UY 2015,0.936029291,
KG 2015,0.936275756,
TG 2017,0.936333158,
MT 2017,0.93636245,
LC 2016,0.936541675,
CL 2014,0.936562912,
BN 2015,0.936565864,
GE 2007,0.936638367,
CI 2011,0.936685369,
FM 2017,0.936728618,
SA 2008,0.936747387,
LS 2007,0.936849697,
CI 2010,0.936868697,
PK 2013,0.936962005,
YE 2017,0.93723241,
AG 2015,0.937665265,
CA 2016,0.93770808,
TH 2017,0.937827696,
CA 2006,0.93828711,
MR 2016,0.938347125,
KR 2019,0.93835681,
NP 2017,0.938393063,
SM 2017,0.938460659,
IR 2012,0.938481372,
HT 2015,0.938519029,
GM 2015,0.938545849,
AS 2014,0.93857959,
AQ 2014,0.93857959,
GU 2014,0.93857959,
MP 2014,0.93857959,
UM 2014,0.93857959,
US 2014,0.93857959,
VI 2014,0.93857959,
CY 2006,0.938669617,
GH 2016,0.938740237,
HK 2016,0.938740318,
TJ 2024,0.938854743,
KI 2008,0.939070548,
AT 2017,0.93918024,
KW 2010,0.939252843,
BR 2016,0.939395977,
KE 2017,0.939468,
DZ 2006,0.939604743,
IL 2013,0.939715788,
AD 2006,0.94007559,
FR 2006,0.94007559,
GF 2006,0.94007559,
PF 2006,0.94007559,
TF 2006,0.94007559,
GP 2006,0.94007559,
MQ 2006,0.94007559,
YT 2006,0.94007559,
MC 2006,0.94007559,
NC 2006,0.94007559,
RE 2006,0.94007559,
BL 2006,0.94007559,
MF 2006,0.94007559,
PM 2006,0.94007559,
WF 2006,0.94007559,
AG 2017,0.94013289,
AU 2015,0.94029544,
CX 2015,0.94029544,
CC 2015,0.94029544,
HM 2015,0.94029544,
NF 2015,0.94029544,
PT 2017,0.94030678,
BY 2017,0.940496588,
MY 2017,0.940572388,
PE 2015,0.94060855,
AU 2016,0.9406241,
CX 2016,0.9406241,
CC 2016,0.9406241,
HM 2016,0.9406241,
NF 2016,0.9406241,
HT 2011,0.940636317,
TW 2015,0.940646938,
NR 2015,0.940681292,
BE 2017,0.94070781,
KH 2016,0.940829074,
DE 2017,0.94088575,
MM 2021,0.940933992,
CG 2021,0.941023852,
PR 2012,0.941135847,
PK 2012,0.941153123,
AE 2015,0.941254005,
TJ 2023,0.941407607,
GM 2011,0.941411103,
KW 2007,0.941623071,
KM 2007,0.941772784,
ML 2017,0.941884895,
TJ 2022,0.942107633,
CO 2007,0.942163098,
HU 2017,0.94220937,
NP 2019,0.942233474,
SV 2012,0.942259652,
GY 2020,0.942290363,
SV 2013,0.942382931,
BF 2009,0.942397706,
PA 2014,0.942426397,
SB 2014,0.942648533,
GQ 2019,0.942650272,
EU Institutions 2017,0.94302338,
Total DAC 2016,0.943167,
TN 2001,0.943196659,
CL 2017,0.943225961,
TW 2016,0.94334486,
AM 2015,0.943553745,
LT 2007,0.943608657,
MD 2012,0.943639049,
SB 2016,0.943677653,
CI 2009,0.943734321,
GE 2015,0.943768611,
VN 2013,0.944179287,
NR 2017,0.94418435,
CO 2015,0.944374666,
TJ 2021,0.94449148,
EC 2012,0.944669432,
ES 2017,0.9448045,
MA 2015,0.944844452,
EH 2015,0.944844452,
BW 2005,0.944870881,
SE 2019,0.94487901,
PL 2017,0.94496652,
CD 2014,0.945229276,
TR 2019,0.945451661,
GR 2005,0.9456092,
TO 2016,0.945614531,
KZ 2007,0.945629027,
ME 2014,0.945631861,
BG 2012,0.945861307,
JO 2014,0.945886237,
SE 2006,0.9459233,
SM 2009,0.945940263,
CG 2019,0.946130872,
CY 2017,0.946476262,
ZM 2020,0.946538006,
RO 2017,0.946556605,
MU 2010,0.946740719,
VC 2014,0.946773098,
CK 2015,0.94677718,
NZ 2015,0.94677718,
NU 2015,0.94677718,
TK 2015,0.94677718,
FJ 2013,0.946779146,
VA 2017,0.94681402,
IT 2017,0.94681402,
SV 2014,0.947041196,
LK 2020,0.94712441,
AE 2010,0.947168014,
KM 2017,0.947225284,
AI 2017,0.94736313,
BM 2017,0.94736313,
IO 2017,0.94736313,
KY 2017,0.94736313,
FK 2017,0.94736313,
GI 2017,0.94736313,
GG 2017,0.94736313,
IM 2017,0.94736313,
JE 2017,0.94736313,
MS 2017,0.94736313,
PN 2017,0.94736313,
SH 2017,0.94736313,
GS 2017,0.94736313,
TC 2017,0.94736313,
GB 2017,0.94736313,
VG 2017,0.94736313,
TL 2024,0.947433212,
BJ 2017,0.947506006,
LR 2011,0.947536914,
KN 2013,0.947609827,
KW 2019,0.947616367,
AD 2017,0.94763992,
FR 2017,0.94763992,
GF 2017,0.94763992,
PF 2017,0.94763992,
TF 2017,0.94763992,
GP 2017,0.94763992,
MQ 2017,0.94763992,
YT 2017,0.94763992,
MC 2017,0.94763992,
NC 2017,0.94763992,
RE 2017,0.94763992,
BL 2017,0.94763992,
MF 2017,0.94763992,
PM 2017,0.94763992,
WF 2017,0.94763992,
IE 2017,0.94783165,
LB 2017,0.947904857,
TW 2002,0.948110347,
IE 2005,0.9481748,
QA 2009,0.948191271,
CW 2017,0.94827044,
DK 2017,0.94827044,
FO 2017,0.94827044,
GL 2017,0.94827044,
SX 2017,0.94827044,
ZM 2019,0.948316372,
AS 2015,0.94835338,
AQ 2015,0.94835338,
GU 2015,0.94835338,
MP 2015,0.94835338,
UM 2015,0.94835338,
US 2015,0.94835338,
VI 2015,0.94835338,
SM 2012,0.948372135,
PK 2014,0.948517203,
EE 2013,0.948687986,
CG 2020,0.94881033,
MR 2009,0.948858753,
XK 2017,0.948879919,
LA 2013,0.948902993,
PR 2013,0.949060589,
JM 2013,0.949156654,
AW 2012,0.949361481,
MV 2017,0.949460647,
GH 2011,0.949555544,
LU 2010,0.94966478,
VN 2016,0.949693812,
SD 2019,0.949794777,
TJ 2020,0.949908621,
EG 2008,0.950050001,
GM 2013,0.950146028,
Total DAC 2015,0.95018422,
VU 2016,0.950577157,
MD 2014,0.950577283,
GR 2017,0.95065137,
BB 2014,0.950921131,
BJ 2010,0.950963578,
SD 2020,0.951024726,
GA 2019,0.951067043,
AX 2007,0.95161243,
FI 2007,0.95161243,
GD 2014,0.951628846,
SD 2021,0.951689084,
JM 2017,0.95169844,
MW 2013,0.951730891,
KM 2019,0.951814409,
GN 2011,0.951896545,
PR 2014,0.951942495,
PY 2008,0.95199203,
PG 2016,0.952009574,
MA 2006,0.95219258,
EH 2006,0.95219258,
SD 2022,0.952341264,
RU 2007,0.952403482,
CN 2012,0.952624626,
CN 2017,0.95266633,
ME 2013,0.952798453,
MT 2008,0.952880456,
SD 2023,0.952943259,
CI 2017,0.9529724,
OM 2020,0.95299032,
TN 2002,0.953019251,
SL 2008,0.953092813,
ZM 2009,0.953380076,
GY 2016,0.953403768,
IR 2015,0.953428111,
NG 2017,0.95344208,
AL 2013,0.953461138,
SD 2024,0.953513537,
VN 2015,0.953728366,
BA 2012,0.953847688,
YE 2012,0.953896117,
SL 2017,0.953965464,
VA 2019,0.95400179,
IT 2019,0.95400179,
CI 2016,0.954403797,
IL 2014,0.954465063,
JP 2002,0.954552,
CO 2017,0.954556713,
SR 2006,0.954819492,
SO 2017,0.955116676,
MH 2016,0.955455487,
VC 2013,0.955504029,
OM 2019,0.955643965,
GR 2019,0.95593759,
SK 2007,0.9559878,
ID 2015,0.95600727,
UG 2016,0.956408571,
BS 2015,0.956433191,
PW 2014,0.956599881,
FJ 2015,0.95661013,
BZ 2016,0.956617378,
SZ 2009,0.956625242,
HN 2011,0.956708521,
LI 2010,0.95702267,
CH 2010,0.95702267,
SA 2019,0.957089171,
TH 2013,0.957090903,
KR 2007,0.95720674,
TO 2008,0.95723847,
IE 2019,0.95748577,
CR 2012,0.957785155,
AS 2016,0.95817149,
AQ 2016,0.95817149,
GU 2016,0.95817149,
MP 2016,0.95817149,
UM 2016,0.95817149,
US 2016,0.95817149,
VI 2016,0.95817149,
BB 2015,0.958447437,
OM 2015,0.958497386,
PT 2019,0.95866874,
AT 2007,0.95874576,
SC 2004,0.958830133,
VE 2022,0.958843519,
CL 2019,0.95884896,
BW 2014,0.959295602,
ZM 2021,0.959374406,
MM 2008,0.959393585,
CW 2019,0.95946544,
DK 2019,0.95946544,
FO 2019,0.95946544,
GL 2019,0.95946544,
SX 2019,0.95946544,
TO 2010,0.959614801,
Total DAC 2017,0.95962633,
AL 2010,0.95998622,
GM 2016,0.960241841,
HN 2014,0.960259771,
TD 2006,0.960402818,
AW 2016,0.96052695,
BB 2016,0.960592309,
AU 2019,0.96062618,
CX 2019,0.96062618,
CC 2019,0.96062618,
HM 2019,0.96062618,
NF 2019,0.96062618,
JO 2015,0.96076895,
BZ 2015,0.960844923,
BZ 2014,0.961075739,
TN 2000,0.961082718,
JP 2007,0.96119091,
TW 2007,0.961214447,
KW 2020,0.961394639,
ET 2014,0.961575818,
BA 2007,0.961648236,
GH 2014,0.961706774,
MX 2005,0.961895387,
BA 2009,0.961905954,
CK 2016,0.96209759,
NZ 2016,0.96209759,
NU 2016,0.96209759,
TK 2016,0.96209759,
BW 2017,0.962161145,
FJ 2016,0.962323788,
GH 2019,0.962447257,
AD 2019,0.96247767,
FR 2019,0.96247767,
GF 2019,0.96247767,
PF 2019,0.96247767,
TF 2019,0.96247767,
GP 2019,0.96247767,
MQ 2019,0.96247767,
YT 2019,0.96247767,
MC 2019,0.96247767,
NC 2019,0.96247767,
RE 2019,0.96247767,
BL 2019,0.96247767,
MF 2019,0.96247767,
PM 2019,0.96247767,
WF 2019,0.96247767,
XK 2010,0.962535511,
ZA 2017,0.962555661,
GH 2020,0.962737429,
DZ 2016,0.962839301,
DO 2011,0.962947308,
SZ 2017,0.962991078,
TW 2012,0.963017579,
OM 2021,0.963149807,
RS 2009,0.963220824,
ES 2019,0.96327428,
MK 2011,0.963502068,
LU 2009,0.96351298,
EU Institutions 2019,0.96351418,
SG 2017,0.963669802,
AZ 2019,0.963675134,
BE 2019,0.96381013,
SM 2010,0.963858067,
AT 2019,0.96388906,
HN 2012,0.963938553,
NI 2023,0.964066381,
GN 2016,0.964215715,
NI 2024,0.964341086,
CA 2015,0.96470973,
